id,searchable_name,location_label,map_location,category,convention_id
18645,"Hall D : Solsora Games, Events",ICC : Hall D : Solsora Games,/map?c=27&f=1&lg=58.56916992187502&lt=-31.13399225545708&s=18645&z=6,Events,27
18646,"Hall D : Rebellion Unplugged, Events",ICC : Hall D : Rebellion Unplugged,/map?c=27&f=1&lg=58.56916992187502&lt=-31.62172889823507&s=18646&z=6,Events,27
18647,"Hall D : Arcane Wonders, Events",ICC : Hall D : Arcane Wonders,/map?c=27&f=1&lg=58.56916992187502&lt=-32.367639278415695&s=18647&z=6,Events,27
18648,"Hall D : Bad Comet Games, Events",ICC : Hall D : Bad Comet Games,/map?c=27&f=1&lg=58.56916992187502&lt=-32.99591177377207&s=18648&z=6,Events,27
18649,"Hall D : Kosmos, Events",ICC : Hall D : Kosmos,/map?c=27&f=1&lg=55.97639648437502&lt=-27.961568716735627&s=18649&z=5,Events,27
18650,"Hall D : Smirk & Dagger Games, Events",ICC : Hall D : Smirk & Dagger Games,/map?c=27&f=1&lg=53.33625000000001&lt=-27.767318309511285&s=18650&z=5,Events,27
18651,"Hall D : Green, Events",ICC : Hall D : Hall D: Green,/map?c=27&f=1&lg=54.61409179687502&lt=-31.02107882218423&s=18651&z=5,Events,27
18652,"Hall D : Chip Theory Games, Events",ICC : Hall D : Chip Theory Games,/map?c=27&f=1&lg=50.65901367187502&lt=-27.650601226807513&s=18652&z=5,Events,27
18653,"Hall D : Mighty Boards, Events",ICC : Hall D : Mighty Boards,/map?c=27&f=1&lg=48.02229492187502&lt=-28.097336458113137&s=18653&z=5,Events,27
18654,"Hall D : Blue, Events",ICC : Hall D : Hall D: Blue,/map?c=27&f=1&lg=49.43091796875003&lt=-31.152497251748024&s=18654&z=5,Events,27
18655,"Hall D : Devir, Events",ICC : Hall D : Devir,/map?c=27&f=1&lg=45.42952148437502&lt=-28.252289506580826&s=18655&z=5,Events,27
18656,"Hall D : Darrington Press, Events",ICC : Hall D : Darrington Press,/map?c=27&f=1&lg=42.76713867187499&lt=-28.097336458113137&s=18656&z=6,Events,27
18657,"Hall D : Luma Imports, Events",ICC : Hall D : Luma Imports,/map?c=27&f=1&lg=40.15608398437502&lt=-28.097336458113137&s=18657&z=5,Events,27
18658,"Hall D : Orange, Events",ICC : Hall D : Hall D: Orange,/map?c=27&f=1&lg=42.79280273437502&lt=-31.30311059483084&s=18658&z=5,Events,27
18664,Stadium : West Club Lounge : Wizards of the Coast & Baldman Games,Stadium : West Club Lounge : Wizards of the Coast & Baldman Games,/map?c=27&f=1&lg=55.37109375000001&lt=74.6367480410086&s=18664&z=5,Events,27
18669,"ICC : Rm 234 : Kess Entertainment, Events ",ICC : Rm 234,/map?c=27&f=2&lg=11.865234375&lt=-6.227933930268672&s=18669&z=5,Events,27
18670,Hilton : Indianapolis Ballroom : Megagames Events,,/map?c=27&f=2&lg=-38.84765625000001&lt=-82.49482361179574&s=18670&z=5,Events,27
1319,Columbia Club,,/map?c=0&f=1&lg=-118.47656250000001&lt=-83.42424218162927&s=1319&z=3,Hotels,0
1320,Holiday Inn Downtown,,/map?c=0&f=1&lg=111.97265625000001&lt=78.27105697162024&s=1320&z=3,Hotels,0
1321,Conrad,,/map?c=0&f=1&lg=-63.45703125000001&lt=-73.6871421455497&s=1321&z=3,Hotels,0
1322,Courtyard by Marriott,,/map?c=0&f=1&lg=161.89453125000003&lt=-63.704722429433225&s=1322&z=3,Hotels,0
1323,Crowne Plaza,,/map?c=0&f=1&lg=-32.78320312500001&lt=45.1510532655634&s=1323&z=3,Hotels,0
1324,Embassy Suites,,/map?c=0&f=1&lg=-41.57226562500001&lt=-73.47848507889991&s=1324&z=3,Hotels,0
1325,Fairfield Inn & Suites,,/map?c=0&f=1&lg=147.83203125000003&lt=-62.60951894940315&s=1325&z=3,Hotels,0
1326,Hampton Inn,,/map?c=0&f=1&lg=-109.33593750000001&lt=-42.05908161082984&s=1326&z=3,Hotels,0
1327,Hilton Garden Inn,,/map?c=0&f=1&lg=-132.53906250000003&lt=-82.02625635144648&s=1327&z=3,Hotels,0
1329,Holiday Inn Express Hotel & Suites,,/map?c=0&f=1&lg=85.78125&lt=67.59582503112841&s=1329&z=3,Hotels,0
1331,JW Marriott,,/map?c=0&f=1&lg=147.39257812500003&lt=-55.02802211299251&s=1331&z=3,Hotels,0
1332,Le Meridien,,/map?c=0&f=1&lg=-61.34765625000001&lt=-27.68352808378777&s=1332&z=3,Hotels,0
1333,Marriott,,/map?c=0&f=1&lg=64.68750000000001&lt=-60.15244221438077&s=1333&z=3,Hotels,0
1334,Omni Severin,,/map?c=0&f=1&lg=-65.65429687500001&lt=4.5654735507102915&s=1334&z=3,Hotels,0
1335,Sheraton City Centre,,/map?c=0&f=1&lg=-83.32031250000001&lt=-84.86892700859708&s=1335&z=3,Hotels,0
1336,SpringHill Suites,,/map?c=0&f=1&lg=171.38671875&lt=-63.704722429433225&s=1336&z=3,Hotels,0
1337,Westin,,/map?c=0&f=1&lg=41.74804687500001&lt=-57.51582286553883&s=1337&z=3,Hotels,0
2625,Staybridge Suites Downtown,,/map?c=0&f=1&lg=113.02734375000001&lt=81.78620992719186&s=2625&z=3,Hotels,0
2626,Home2 Suites,,/map?c=0&f=1&lg=-168.39843750000003&lt=-83.04752889355734&s=2626&z=3,Hotels,0
2627,Hilton,,/map?c=0&f=1&lg=-38.21501953124999&lt=-82.24820773658185&s=2627&z=3,Hotels,0
10576,Westin,,/map?c=0&f=1&lg=41.74804687500001&lt=-57.51582286553883&s=10576&z=3,Hotels,0
10577,Hyatt ,,/map?c=0&f=1&lg=-34.35345703125&lt=-57.421294392094055&s=10577&z=3,Hotels,0
15959,Le Meridien : 2nd Floor,,/map?c=0&f=2&lg=-61.34765625000001&lt=-27.68352808378777&s=15959&z=3,Hotels,0
18023,Hilton,,/map?c=0&f=2&lg=-38.21501953124999&lt=-82.24820773658185&s=18023&z=3,Hotels,0
18024,Hilton,,/map?c=0&f=3&lg=-38.21501953124999&lt=-82.24820773658185&s=18024&z=3,Hotels,0
18026,Hilton,,/map?c=0&f=0&lg=-38.21501953124999&lt=-82.24820773658185&s=18026&z=3,Hotels,0
1108,Crowne Plaza : Conrail Station,,/map?c=0&f=1&lg=-48.20800781250001&lt=51.28390900876724&s=1108&z=5,Spaces,0
1109,Crowne Plaza : Executive Boardroom,,/map?c=0&f=1&lg=-45.39550781250001&lt=49.34803030562312&s=1109&z=5,Spaces,0
1110,Crowne Plaza : Grand Central,,/map?c=0&f=1&lg=-24.916992187500004&lt=49.37665070583273&s=1110&z=5,Spaces,0
1111,Crowne Plaza : Haymarket Station,,/map?c=0&f=1&lg=-48.91113281250001&lt=49.433841539243204&s=1111&z=5,Spaces,0
1112,Crowne Plaza : Illinois Street Ballroom,,/map?c=0&f=2&lg=-54.88769531250001&lt=37.18832907391137&s=1112&z=5,Spaces,0
1113,Crowne Plaza : Pennsylvania Station,,/map?c=0&f=1&lg=-15.468750000000002&lt=49.97383551860351&s=1113&z=5,Spaces,0
1114,Crowne Plaza : Victoria Station,,/map?c=0&f=1&lg=-20.0830078125&lt=49.405254449516434&s=1114&z=5,Spaces,0
1115,Embassy Suites : Ambassador,,/map?c=0&f=3&lg=-37.39746093750001&lt=-72.4779226562268&s=1115&z=5,Spaces,0
1116,Embassy Suites : Chancellor,,/map?c=0&f=3&lg=-44.16503906250001&lt=-74.39270687023212&s=1116&z=5,Spaces,0
1117,Embassy Suites : Consulate,,/map?c=0&f=3&lg=-35.77148437500001&lt=-74.84722625235298&s=1117&z=5,Spaces,0
1118,Embassy Suites : Coronation,,/map?c=0&f=3&lg=-45.21972656250001&lt=-72.15758274887826&s=1118&z=5,Spaces,0
1119,Embassy Suites : Envoy,,/map?c=0&f=3&lg=-34.62890625000001&lt=-73.32306651087679&s=1119&z=5,Spaces,0
1120,Hyatt : Concept,,/map?c=0&f=2&lg=-25.620117187500004&lt=-65.62565008556896&s=1120&z=5,Spaces,0
1121,Hyatt : Cosmopolitan Ballroom,,/map?c=0&f=3&lg=-22.6318359375&lt=-56.82974192287124&s=1121&z=5,Spaces,0
1122,Hyatt : Directors,,/map?c=0&f=2&lg=-20.576953124999992&lt=-61.80013092159246&s=1122&z=5,Spaces,0
1123,Hyatt : Discovery,,/map?c=0&f=3&lg=-28.1689453125&lt=-53.02007050050655&s=1123&z=5,Spaces,0
1124,Hyatt : Network,,/map?c=0&f=2&lg=-30.476074218750004&lt=-63.5505096617025&s=1124&z=5,Spaces,0
1125,Hyatt : Outlook Boardroom,,/map?c=0&f=3&lg=-17.786425781249992&lt=-63.060932653912126&s=1125&z=5,Spaces,0
1126,Hyatt : Regency Ballroom,,/map?c=0&f=2&lg=-23.510742187500004&lt=-58.0360255306321&s=1126&z=5,Spaces,0
1127,Hyatt : Studio,,/map?c=0&f=3&lg=-29.465332031250004&lt=-63.344244309581114&s=1127&z=5,Spaces,0
1128,Hyatt : Synergy Boardroom,,/map?c=0&f=2&lg=-33.92578125000001&lt=-61.96374724222012&s=1128&z=5,Spaces,0
1129,Hyatt : Theory,,/map?c=0&f=2&lg=-16.611328125000004&lt=-63.86390778599235&s=1129&z=5,Spaces,0
1130,Hyatt : Vision,,/map?c=0&f=3&lg=-15.292968750000002&lt=-63.960531914473776&s=1130&z=5,Spaces,0
1131,ICC : 500 Ballroom,,/map?c=0&f=1&lg=10.195312500000002&lt=-20.887554658848018&s=1131&z=5,Spaces,0
1132,ICC : 500 Reception,,/map?c=0&f=1&lg=17.314453125000004&lt=-23.61231530725503&s=1132&z=5,Spaces,0
1133,ICC : Capitol Concourse,,/map?c=0&f=1&lg=-4.526367187500001&lt=20.706794060891202&s=1133&z=5,Spaces,0
1134,ICC : Crossroads Lobby,,/map?c=0&f=1&lg=31.640625000000004&lt=-40.65397178784898&s=1134&z=5,Spaces,0
1135,ICC : Exhibit Hall A,,/map?c=0&f=1&lg=103.53515625&lt=-23.491461521239493&s=1135&z=4,Spaces,0
1136,ICC : Exhibit Hall B,,/map?c=0&f=1&lg=88.1103515625&lt=-23.77328042928107&s=1136&z=4,Spaces,0
1137,ICC : Exhibit Hall C,,/map?c=0&f=1&lg=72.90527343750001&lt=-23.61231530725503&s=1137&z=4,Spaces,0
1138,ICC : Exhibit Hall D,,/map?c=0&f=1&lg=52.20703125000001&lt=-27.8079842817478&s=1138&z=4,Spaces,0
1139,ICC : Exhibit Hall E,,/map?c=0&f=1&lg=52.3828125&lt=-16.728802328577213&s=1139&z=4,Spaces,0
1140,ICC : Exhibit Hall F,,/map?c=0&f=1&lg=67.19238281250001&lt=0.6064339893763078&s=1140&z=4,Spaces,0
1141,ICC : Exhibit Hall G,,/map?c=0&f=1&lg=66.97265625000001&lt=18.429586558804505&s=1141&z=4,Spaces,0
1142,ICC : Exhibit Hall H,,/map?c=0&f=1&lg=43.28613281250001&lt=17.42612506556569&s=1142&z=4,Spaces,0
1143,ICC : Exhibit Hall I,,/map?c=0&f=1&lg=24.741210937500004&lt=19.92377851326472&s=1143&z=4,Spaces,0
1144,ICC : Exhibit Hall J,,/map?c=0&f=1&lg=5.009765625000001&lt=11.212889096705172&s=1144&z=4,Spaces,0
1145,ICC : Exhibit Hall K,,/map?c=0&f=1&lg=4.921875000000001&lt=27.05129852103413&s=1145&z=4,Spaces,0
1146,ICC : Rm 101,,/map?c=0&f=1&lg=4.086914062500001&lt=-32.45786406122953&s=1146&z=5,Spaces,0
1147,ICC : Rm 102,,/map?c=0&f=1&lg=4.042968750000001&lt=-35.42844883904775&s=1147&z=5,Spaces,0
1148,ICC : Rm 103,,/map?c=0&f=1&lg=8.041992187500002&lt=-35.42844883904775&s=1148&z=5,Spaces,0
1149,ICC : Rm 104,,/map?c=0&f=1&lg=10.656738281250002&lt=-35.517920071770504&s=1149&z=5,Spaces,0
1150,ICC : Rm 105,,/map?c=0&f=1&lg=14.655761718750002&lt=-35.517920071770504&s=1150&z=5,Spaces,0
1151,ICC : Rm 106,,/map?c=0&f=1&lg=14.633789062500002&lt=-32.55051747672617&s=1151&z=5,Spaces,0
1152,ICC : Rm 107,,/map?c=0&f=1&lg=22.52197265625&lt=-32.60606367611056&s=1152&z=5,Spaces,0
1153,ICC : Rm 108,,/map?c=0&f=1&lg=22.52197265625&lt=-35.500033790837826&s=1153&z=5,Spaces,0
1154,ICC : Rm 109,,/map?c=0&f=1&lg=27.861328125&lt=-35.500033790837826&s=1154&z=5,Spaces,0
1155,ICC : Rm 110,,/map?c=0&f=1&lg=27.839355468750004&lt=-32.51346756726271&s=1155&z=5,Spaces,0
1156,ICC : Rm 111,,/map?c=0&f=1&lg=23.840332031250004&lt=-30.49033774861883&s=1156&z=5,Spaces,0
1157,ICC : Rm 112,,/map?c=0&f=1&lg=21.093750000000004&lt=-30.39562091486022&s=1157&z=5,Spaces,0
1158,ICC : Rm 113,,/map?c=0&f=1&lg=12.062988281250002&lt=-30.300812144083952&s=1158&z=5,Spaces,0
1159,ICC : Rm 114,,/map?c=0&f=1&lg=9.162597656250002&lt=-30.300812144083952&s=1159&z=5,Spaces,0
1160,ICC : Rm 115,,/map?c=0&f=1&lg=6.284179687500001&lt=-30.300812144083952&s=1160&z=5,Spaces,0
1161,ICC : Rm 116,,/map?c=0&f=1&lg=23.818359375000004&lt=-24.730866412271897&s=1161&z=5,Spaces,0
1162,ICC : Rm 117,,/map?c=0&f=1&lg=26.542968750000004&lt=-24.730866412271897&s=1162&z=5,Spaces,0
1163,ICC : Rm 120,,/map?c=0&f=1&lg=67.54394531250001&lt=-40.29963818800605&s=1163&z=5,Spaces,0
1164,ICC : Rm 121,,/map?c=0&f=1&lg=70.11474609375001&lt=-40.29963818800605&s=1164&z=5,Spaces,0
1165,ICC : Rm 122,,/map?c=0&f=1&lg=72.88330078125001&lt=-40.29963818800605&s=1165&z=5,Spaces,0
1166,ICC : Rm 123,,/map?c=0&f=1&lg=75.49804687500001&lt=-40.29963818800605&s=1166&z=5,Spaces,0
1167,ICC : Rm 124,,/map?c=0&f=1&lg=78.13476562500001&lt=-40.29963818800605&s=1167&z=5,Spaces,0
1168,ICC : Rm 125,,/map?c=0&f=1&lg=85.42968750000001&lt=-40.29963818800605&s=1168&z=5,Spaces,0
1169,ICC : Rm 126,,/map?c=0&f=1&lg=88.30810546875001&lt=-40.29963818800605&s=1169&z=5,Spaces,0
1170,ICC : Rm 127,,/map?c=0&f=1&lg=91.142578125&lt=-40.29963818800605&s=1170&z=5,Spaces,0
1171,ICC : Rm 128,,/map?c=0&f=1&lg=93.84521484375001&lt=-40.29963818800605&s=1171&z=5,Spaces,0
1172,ICC : Rm 130,,/map?c=0&f=1&lg=6.635742187500001&lt=-6.716982781531229&s=1172&z=5,Spaces,0
1173,ICC : Rm 131,,/map?c=0&f=1&lg=9.272460937500002&lt=-6.716982781531229&s=1173&z=5,Spaces,0
1174,ICC : Rm 132,,/map?c=0&f=1&lg=11.909179687500002&lt=-6.716982781531229&s=1174&z=5,Spaces,0
1175,ICC : Rm 133,,/map?c=0&f=1&lg=14.677734375000002&lt=-6.716982781531229&s=1175&z=5,Spaces,0
1176,ICC : Rm 134,,/map?c=0&f=1&lg=17.204589843750004&lt=-6.716982781531229&s=1176&z=5,Spaces,0
1177,ICC : Rm 135,,/map?c=0&f=1&lg=19.797363281250004&lt=-6.716982781531229&s=1177&z=5,Spaces,0
1178,ICC : Rm 136,,/map?c=0&f=1&lg=22.52197265625&lt=-6.716982781531229&s=1178&z=5,Spaces,0
1179,ICC : Rm 137,,/map?c=0&f=1&lg=25.158691406250004&lt=-6.716982781531229&s=1179&z=5,Spaces,0
1180,ICC : Rm 138,,/map?c=0&f=1&lg=27.817382812500004&lt=-6.716982781531229&s=1180&z=5,Spaces,0
1181,ICC : Rm 139,,/map?c=0&f=1&lg=30.344238281250004&lt=-6.716982781531229&s=1181&z=5,Spaces,0
1182,ICC : Rm 140,,/map?c=0&f=1&lg=38.29833984375&lt=-6.716982781531229&s=1182&z=5,Spaces,0
1183,ICC : Rm 141,,/map?c=0&f=1&lg=40.89111328125001&lt=-6.716982781531229&s=1183&z=5,Spaces,0
1184,ICC : Rm 142,,/map?c=0&f=1&lg=43.57177734375001&lt=-6.716982781531229&s=1184&z=5,Spaces,0
1185,ICC : Rm 143,,/map?c=0&f=1&lg=46.31835937500001&lt=-6.716982781531229&s=1185&z=5,Spaces,0
1186,ICC : Rm 144,,/map?c=0&f=1&lg=48.84521484375001&lt=-6.716982781531229&s=1186&z=5,Spaces,0
1187,ICC : Rm 145,,/map?c=0&f=1&lg=51.52587890625001&lt=-6.716982781531229&s=1187&z=5,Spaces,0
1188,ICC : Rm 201,,/map?c=0&f=2&lg=26.608886718750004&lt=-28.887007418327908&s=1188&z=5,Spaces,0
1189,ICC : Rm 202,,/map?c=0&f=2&lg=23.73046875&lt=-28.887007418327908&s=1189&z=5,Spaces,0
1190,ICC : Rm 203,,/map?c=0&f=2&lg=21.11572265625&lt=-28.887007418327908&s=1190&z=5,Spaces,0
1191,ICC : Rm 204,,/map?c=0&f=2&lg=17.907714843750004&lt=-28.887007418327908&s=1191&z=5,Spaces,0
1192,ICC : Rm 205,,/map?c=0&f=2&lg=18.610839843750004&lt=-23.305937146603995&s=1192&z=5,Spaces,0
1193,ICC : Rm 206,,/map?c=0&f=2&lg=18.610839843750004&lt=-20.96554326511313&s=1193&z=5,Spaces,0
1194,ICC : Rm 207,,/map?c=0&f=2&lg=18.610839843750004&lt=-18.62958886519527&s=1194&z=5,Spaces,0
1195,ICC : Rm 208,,/map?c=0&f=2&lg=23.774414062500004&lt=-22.25249600762267&s=1195&z=5,Spaces,0
1196,ICC : Rm 209,,/map?c=0&f=2&lg=26.542968750000004&lt=-22.25249600762267&s=1196&z=5,Spaces,0
1197,ICC : Rm 210,,/map?c=0&f=2&lg=31.640625000000004&lt=-29.93970337219565&s=1197&z=5,Spaces,0
1198,ICC : Rm 211,,/map?c=0&f=2&lg=34.38720703125001&lt=-29.93970337219565&s=1198&z=5,Spaces,0
1199,ICC : Rm 212,,/map?c=0&f=2&lg=34.38720703125001&lt=-33.43510869506376&s=1199&z=5,Spaces,0
1200,ICC : Rm 231,,/map?c=0&f=2&lg=4.042968750000001&lt=-6.581668706347701&s=1200&z=5,Spaces,0
1201,ICC : Rm 232,,/map?c=0&f=2&lg=6.701660156250001&lt=-6.581668706347701&s=1201&z=5,Spaces,0
1202,ICC : Rm 233,,/map?c=0&f=2&lg=9.272460937500002&lt=-6.581668706347701&s=1202&z=5,Spaces,0
1203,ICC : Rm 234,,/map?c=0&f=2&lg=11.975097656250002&lt=-6.581668706347701&s=1203&z=5,Spaces,0
1204,ICC : Rm 235,,/map?c=0&f=2&lg=14.655761718750002&lt=-6.581668706347701&s=1204&z=5,Spaces,0
1205,ICC : Rm 236,,/map?c=0&f=2&lg=17.182617187500004&lt=-6.581668706347701&s=1205&z=5,Spaces,0
1206,ICC : Rm 237,,/map?c=0&f=2&lg=19.885253906250004&lt=-6.581668706347701&s=1206&z=5,Spaces,0
1207,ICC : Rm 238,,/map?c=0&f=2&lg=22.412109375000004&lt=-6.581668706347701&s=1207&z=5,Spaces,0
1208,ICC : Rm 239,,/map?c=0&f=2&lg=25.136718750000004&lt=-6.581668706347701&s=1208&z=5,Spaces,0
1209,ICC : Rm 240,,/map?c=0&f=2&lg=30.410156250000004&lt=-6.581668706347701&s=1209&z=5,Spaces,0
1210,ICC : Rm 241,,/map?c=0&f=2&lg=33.02490234375001&lt=-6.581668706347701&s=1210&z=5,Spaces,0
1211,ICC : Rm 242,,/map?c=0&f=2&lg=35.66162109375001&lt=-6.581668706347701&s=1211&z=5,Spaces,0
1212,ICC : Rm 243,,/map?c=0&f=2&lg=38.29833984375&lt=-6.581668706347701&s=1212&z=5,Spaces,0
1213,ICC : Rm 244,,/map?c=0&f=2&lg=40.93505859375001&lt=-6.581668706347701&s=1213&z=5,Spaces,0
1214,ICC : Rm 245,,/map?c=0&f=2&lg=43.59375000000001&lt=-6.581668706347701&s=1214&z=5,Spaces,0
1215,ICC : Sagamore Ballroom,,/map?c=0&f=2&lg=14.501953125000002&lt=-36.10947738659377&s=1215&z=5,Spaces,0
1216,"ICC : Serpentine Lobby, 1st Floor",,/map?c=0&f=1&lg=-2.5048828125000004&lt=-35.28867506377222&s=1216&z=5,Spaces,0
1217,ICC : 2nd Floor Serpentine Lobby,,/map?c=0&f=2&lg=-2.5048828125000004&lt=-35.28867506377222&s=1217&z=5,Spaces,0
1219,JW Marriott : Grand Ballroom,,/map?c=0&f=3&lg=153.1494140625&lt=-53.51941038389173&s=1219&z=5,Spaces,0
1220,JW Marriott : Griffin Hall,,/map?c=0&f=2&lg=145.23925781250003&lt=-53.70190980165708&s=1220&z=5,Spaces,0
1221,JW Marriott : Rm 101,,/map?c=0&f=1&lg=145.63476562500003&lt=-56.46734597916852&s=1221&z=5,Spaces,0
1222,JW Marriott : Rm 102,,/map?c=0&f=1&lg=145.63476562500003&lt=-55.10854392519283&s=1222&z=5,Spaces,0
1223,JW Marriott : Rm 103,,/map?c=0&f=1&lg=145.63476562500003&lt=-53.545530032364155&s=1223&z=5,Spaces,0
1224,JW Marriott : Rm 104,,/map?c=0&f=1&lg=145.63476562500003&lt=-52.19279282402099&s=1224&z=5,Spaces,0
1225,JW Marriott : Rm 105,,/map?c=0&f=1&lg=150.51269531250003&lt=-48.72575938360764&s=1225&z=5,Spaces,0
1226,JW Marriott : Rm 106,,/map?c=0&f=1&lg=153.1494140625&lt=-48.72575938360764&s=1226&z=5,Spaces,0
1227,JW Marriott : Rm 107,,/map?c=0&f=1&lg=158.59863281250003&lt=-48.72575938360764&s=1227&z=5,Spaces,0
1228,JW Marriott : Rm 108,,/map?c=0&f=1&lg=161.63085937500003&lt=-48.72575938360764&s=1228&z=5,Spaces,0
1229,JW Marriott : Rm 109,,/map?c=0&f=1&lg=170.46386718750003&lt=-47.58245452249666&s=1229&z=5,Spaces,0
1230,JW Marriott : Rm 201,,/map?c=0&f=2&lg=150.68847656250003&lt=-50.29495435037052&s=1230&z=5,Spaces,0
1231,JW Marriott : Rm 202,,/map?c=0&f=2&lg=152.92968750000003&lt=-50.29495435037052&s=1231&z=5,Spaces,0
1232,JW Marriott : Rm 203,,/map?c=0&f=2&lg=155.78613281250003&lt=-50.29495435037052&s=1232&z=5,Spaces,0
1233,JW Marriott : Rm 204,,/map?c=0&f=2&lg=158.24707031250003&lt=-50.29495435037052&s=1233&z=5,Spaces,0
1234,JW Marriott : Rm 205,,/map?c=0&f=2&lg=161.14746093750003&lt=-50.29495435037052&s=1234&z=5,Spaces,0
1235,JW Marriott : Rm 206,,/map?c=0&f=2&lg=158.55468750000003&lt=-47.58245452249666&s=1235&z=5,Spaces,0
1236,JW Marriott : Rm 207,,/map?c=0&f=2&lg=161.14746093750003&lt=-47.8190564813308&s=1236&z=5,Spaces,0
1237,JW Marriott : Rm 208,,/map?c=0&f=2&lg=170.419921875&lt=-47.8190564813308&s=1237&z=5,Spaces,0
1238,JW Marriott : Rm 209,,/map?c=0&f=2&lg=170.419921875&lt=-49.78693888865801&s=1238&z=5,Spaces,0
1239,JW Marriott : Rm 301,,/map?c=0&f=3&lg=136.88964843750003&lt=-65.35217943432934&s=1239&z=5,Spaces,0
1240,JW Marriott : Rm 302,,/map?c=0&f=3&lg=132.75878906250003&lt=-65.91421044512468&s=1240&z=5,Spaces,0
1241,JW Marriott : Rm 303,,/map?c=0&f=3&lg=133.37402343750003&lt=-65.0016536472258&s=1241&z=5,Spaces,0
1242,JW Marriott : Rm 304,,/map?c=0&f=3&lg=133.85742187500003&lt=-63.94123370563432&s=1242&z=5,Spaces,0
1243,JW Marriott : Rm 305,,/map?c=0&f=3&lg=134.42871093750003&lt=-62.879195306881876&s=1243&z=5,Spaces,0
1244,JW Marriott : Rm 306,,/map?c=0&f=3&lg=134.51660156250003&lt=-61.694040077743786&s=1244&z=5,Spaces,0
1245,JW Marriott : Rm 307,,/map?c=0&f=3&lg=137.81250000000003&lt=-62.81903393316996&s=1245&z=5,Spaces,0
1246,JW Marriott : Rm 308,,/map?c=0&f=3&lg=137.94433593750003&lt=-61.81881490970224&s=1246&z=5,Spaces,0
1247,JW Marriott : Rm 309,,/map?c=0&f=3&lg=135.00000000000003&lt=-59.38246462002441&s=1247&z=5,Spaces,0
1248,JW Marriott : Rm 310,,/map?c=0&f=3&lg=135.00000000000003&lt=-58.05928199312826&s=1248&z=5,Spaces,0
1249,JW Marriott : Rm 311,,/map?c=0&f=3&lg=134.03320312500003&lt=-53.85771064524305&s=1249&z=5,Spaces,0
1250,JW Marriott : Rm 312,,/map?c=0&f=3&lg=137.46093750000003&lt=-53.51941038389173&s=1250&z=5,Spaces,0
1251,JW Marriott : Rm 313,,/map?c=0&f=3&lg=170.419921875&lt=-47.73045657729538&s=1251&z=5,Spaces,0
1252,JW Marriott : Rm 314,,/map?c=0&f=3&lg=170.46386718750003&lt=-49.64486865223222&s=1252&z=5,Spaces,0
1253,JW Marriott : White River Ballroom,,/map?c=0&f=1&lg=157.19238281250003&lt=-53.62379234441356&s=1253&z=5,Spaces,0
1254,Stadium : Exhibit Hall,,/map?c=0&f=0&lg=24.78515625&lt=71.57775450080543&s=1254&z=4,Spaces,0
1255,Stadium : Meeting Room 1,,/map?c=0&f=0&lg=5.976562500000001&lt=72.97118902284588&s=1255&z=5,Spaces,0
1256,Stadium : Meeting Room 10,,/map?c=0&f=0&lg=7.910156250000001&lt=76.43460358351302&s=1256&z=5,Spaces,0
1257,Stadium : Meeting Room 11,,/map?c=0&f=0&lg=6.240234375&lt=76.57815922398312&s=1257&z=5,Spaces,0
1258,Stadium : Meeting Room 12,,/map?c=0&f=0&lg=4.658203125000001&lt=76.7403972505508&s=1258&z=5,Spaces,0
1259,Stadium : Meeting Room 2,,/map?c=0&f=0&lg=8.261718750000002&lt=73.27735320192473&s=1259&z=5,Spaces,0
1260,Stadium : Meeting Room 3,,/map?c=0&f=0&lg=11.689453125000002&lt=74.28356347036141&s=1260&z=5,Spaces,0
1261,Stadium : Meeting Room 4,,/map?c=0&f=0&lg=13.798828125000002&lt=74.56673621013677&s=1261&z=5,Spaces,0
1262,Stadium : Meeting Room 5,,/map?c=0&f=0&lg=5.361328125&lt=74.23587806874866&s=1262&z=5,Spaces,0
1263,Stadium : Meeting Room 6,,/map?c=0&f=0&lg=4.658203125000001&lt=74.77584300649235&s=1263&z=5,Spaces,0
1264,Stadium : Meeting Room 7,,/map?c=0&f=0&lg=3.8671875000000004&lt=75.25305660483548&s=1264&z=5,Spaces,0
1265,Stadium : Meeting Room 8,,/map?c=0&f=0&lg=8.964843750000002&lt=75.14077784070429&s=1265&z=5,Spaces,0
1266,Stadium : Meeting Room 9,,/map?c=0&f=0&lg=10.283203125000002&lt=75.34228194427303&s=1266&z=5,Spaces,0
1267,Stadium : Pedestrian Connector,,/map?c=0&f=0&lg=-0.6591796875000001&lt=67.87223097701624&s=1267&z=4,Spaces,0
1268,Marriott : Atlanta,,/map?c=0&f=2&lg=63.21533203125001&lt=-66.30573766226424&s=1268&z=5,Spaces,0
1269,Marriott : Austin,,/map?c=0&f=2&lg=65.39062500000001&lt=-66.27746627602434&s=1269&z=5,Spaces,0
1270,Marriott : Boston,,/map?c=0&f=2&lg=67.43408203125001&lt=-66.28630449679673&s=1270&z=5,Spaces,0
1271,Marriott : Colorado,,/map?c=0&f=1&lg=61.65527343750001&lt=-65.33384611321385&s=1271&z=5,Spaces,0
1272,Marriott : Columbus,,/map?c=0&f=2&lg=69.91699218750001&lt=-66.39388122588576&s=1272&z=5,Spaces,0
1273,Marriott : Denver,,/map?c=0&f=2&lg=73.91601562500001&lt=-53.597721008100095&s=1273&z=5,Spaces,0
